,ball_x,ball_y,ball_dx,ball_dy,paddle_x,leftHeld,RightHeld
195,205,115,-5,5,170,False,False
196,200,120,-5,5,170,False,False
197,195,125,-5,5,170,False,False
198,190,130,-5,5,170,False,False
199,185,135,-5,5,170,False,False
200,180,140,-5,5,170,False,False
201,175,145,-5,5,170,False,False
202,170,150,-5,5,170,False,False
203,165,155,-5,5,170,False,False
204,160,160,-5,5,170,False,False
205,155,165,-5,5,170,False,False
206,150,170,-5,5,170,False,False
207,145,175,-5,5,170,True,False
208,140,180,-5,5,160,True,False
209,135,185,-5,5,150,True,False
210,130,190,-5,5,140,True,False
211,125,195,-5,5,130,True,False
212,120,200,-5,5,120,True,False
213,115,205,-5,5,110,True,False
214,110,210,-5,5,100,True,False
215,105,215,-5,5,90,True,False
216,100,220,-5,5,80,True,False
217,95,225,-5,5,70,True,False
218,90,230,-5,5,60,True,False
219,85,235,-5,5,50,True,False
220,80,240,-5,5,40,True,False
221,75,245,-5,5,30,True,False
222,70,250,-5,5,20,True,False
223,65,255,-5,5,10,False,False
224,60,260,-5,5,10,False,False
225,55,265,-5,5,10,False,False
226,50,270,-5,5,10,False,False
227,45,275,-5,5,10,False,False
228,40,280,-5,5,10,False,False
229,35,285,-5,5,10,False,False
230,30,290,-5,5,10,False,False
231,25,295,-5,5,10,False,False
232,20,300,-5,5,10,False,False
233,15,305,-5,5,10,False,False
234,10,310,-5,5,10,False,False
235,5,315,-5,5,10,False,False
236,0,320,5,5,10,False,False
237,5,325,5,5,10,False,False
238,10,330,5,5,10,False,False
239,15,335,5,5,10,False,False
240,20,340,5,5,10,False,False
241,25,345,5,5,10,False,False
242,30,350,5,5,10,False,False
243,35,355,5,5,10,False,False
244,40,360,5,5,10,False,False
245,45,365,5,5,10,False,False
246,50,370,5,5,10,False,False
247,55,375,5,5,10,False,False
248,60,380,5,5,10,False,True
249,65,385,5,5,20,False,True
250,70,390,5,5,30,False,True
251,75,395,5,5,40,False,True
252,80,400,5,5,50,False,True
253,85,405,5,5,60,False,True
254,90,410,5,5,70,False,True
255,95,415,5,5,80,False,True
256,100,420,5,5,90,False,True
257,105,425,5,5,100,False,True
258,110,430,5,5,110,False,True
259,115,435,5,5,120,False,True
260,120,440,5,5,130,False,True
261,125,445,5,5,140,False,False
262,130,450,5,5,140,False,False
263,135,455,5,5,140,False,False
264,140,460,5,5,140,False,False
265,145,465,5,5,140,False,False
266,150,470,5,5,140,False,False
267,155,475,5,5,140,False,False
268,160,480,5,5,140,False,False
269,165,485,5,5,140,False,False
270,170,490,5,5,140,False,False
271,175,495,5,5,140,False,False
272,180,500,5,5,140,False,False
273,185,505,5,5,140,False,False
274,190,510,5,5,140,False,False
275,195,515,5,5,140,False,False
276,200,520,5,5,140,False,False
277,205,525,5,5,140,False,False
278,210,530,5,5,140,False,False
279,215,535,5,5,140,False,True
280,220,540,5,5,150,False,True
281,225,545,5,5,160,False,True
282,230,550,5,5,170,False,True
283,235,555,5,5,180,False,True
284,240,560,5,5,190,False,True
285,245,565,5,5,200,False,True
286,250,570,5,5,210,False,False
287,255,575,5,5,210,False,False
288,260,580,5,-5,210,False,False
289,265,575,5,-5,210,False,False
290,270,570,5,-5,210,False,False
291,275,565,5,-5,210,False,False
292,280,560,5,-5,210,False,True
293,285,555,5,-5,220,False,True
294,290,550,5,-5,230,False,True
295,295,545,5,-5,240,False,True
296,300,540,5,-5,250,False,True
297,305,535,5,-5,260,False,True
298,310,530,5,-5,270,False,True
299,315,525,5,-5,280,False,True
300,320,520,5,-5,290,False,True
301,325,515,5,-5,300,False,True
302,330,510,5,-5,310,False,True
303,335,505,5,-5,320,False,True
304,340,500,5,-5,330,False,True
305,345,495,5,-5,340,False,True
306,350,490,5,-5,350,False,True
307,355,485,5,-5,360,False,True
308,360,480,5,-5,370,False,True
309,365,475,5,-5,380,False,True
310,370,470,5,-5,390,False,True
311,375,465,5,-5,400,False,True
312,380,460,5,-5,410,False,True
313,385,455,5,-5,420,False,True
314,390,450,5,-5,430,False,True
315,395,445,5,-5,440,False,True
316,400,440,5,-5,450,False,True
317,405,435,5,-5,460,False,False
318,410,430,5,-5,460,False,False
319,415,425,5,-5,460,False,False
320,420,420,5,-5,460,False,False
321,425,415,5,-5,460,False,False
322,430,410,5,-5,460,False,False
323,435,405,5,-5,460,False,False
324,440,400,5,-5,460,False,False
325,445,395,5,-5,460,False,False
326,450,390,5,-5,460,False,False
327,455,385,5,-5,460,False,False
328,460,380,5,-5,460,False,False
329,465,375,5,-5,460,False,False
330,470,370,5,-5,460,False,False
331,475,365,5,-5,460,False,False
332,480,360,5,-5,460,False,False
333,485,355,5,-5,460,False,False
334,490,350,5,-5,460,False,False
335,495,345,5,-5,460,False,False
336,500,340,5,-5,460,False,False
337,505,335,5,-5,460,False,False
338,510,330,5,-5,460,False,False
339,515,325,5,-5,460,False,False
340,520,320,5,-5,460,False,False
341,525,315,5,-5,460,False,False
342,530,310,5,-5,460,False,True
343,535,305,5,-5,470,False,True
344,540,300,5,-5,480,False,True
345,545,295,5,-5,490,False,True
346,550,290,5,-5,500,False,True
347,555,285,5,-5,510,False,True
348,560,280,5,-5,520,False,True
349,565,275,5,-5,530,False,True
350,570,270,5,-5,540,False,True
351,575,265,5,-5,550,False,True
352,580,260,5,-5,560,False,True
353,585,255,5,-5,570,False,True
354,590,250,5,-5,580,False,True
355,595,245,5,-5,590,False,True
356,600,240,5,-5,600,False,True
357,605,235,5,-5,610,False,True
358,610,230,5,-5,620,False,True
359,615,225,5,-5,630,False,True
360,620,220,5,-5,640,False,True
361,625,215,5,-5,650,False,True
362,630,210,5,-5,660,False,True
363,635,205,5,-5,670,False,True
364,640,200,5,-5,680,False,True
365,645,195,5,-5,690,False,False
366,650,190,5,-5,690,False,False
367,655,185,5,-5,690,False,False
368,660,180,5,-5,690,False,False
369,665,175,5,-5,690,False,False
370,670,170,5,-5,690,False,False
371,675,165,5,-5,690,False,False
372,680,160,5,-5,690,False,False
373,685,155,5,-5,690,False,False
374,690,150,5,-5,690,False,False
375,695,145,5,-5,690,False,False
376,700,140,5,-5,690,False,False
377,705,135,5,-5,690,False,False
378,710,130,5,-5,690,False,False
379,715,125,5,-5,690,False,False
380,720,120,5,-5,690,False,False
381,725,115,5,-5,690,False,False
382,730,110,5,-5,690,False,False
383,735,105,5,-5,690,False,False
384,740,100,5,-5,690,False,False
385,745,95,5,-5,690,False,False
386,750,90,5,-5,690,False,False
387,755,85,5,-5,690,False,False
388,760,80,5,-5,690,False,False
389,765,75,5,-5,690,False,False
390,770,70,5,-5,690,False,False
391,775,65,5,-5,690,False,False
392,780,60,5,-5,690,False,False
393,785,55,5,-5,690,False,False
394,790,50,-5,-5,690,False,False
395,785,45,-5,-5,690,False,False
396,780,40,-5,-5,690,False,False
397,775,35,-5,-5,690,True,False
398,770,30,-5,-5,680,True,False
399,765,25,-5,-5,670,True,False
400,760,20,-5,-5,660,True,False
401,755,15,-5,-5,650,True,False
402,750,10,-5,-5,640,True,False
403,745,5,-5,-5,630,True,False
404,740,0,-5,5,620,True,False
405,735,5,-5,5,610,True,False
406,730,10,-5,5,600,True,False
407,725,15,-5,5,590,True,False
408,720,20,-5,5,580,True,False
409,715,25,-5,5,570,True,False
410,710,30,-5,5,560,True,False
411,705,35,-5,5,550,True,False
412,700,40,-5,5,540,True,False
413,695,45,-5,5,530,True,False
414,690,50,-5,5,520,True,False
415,685,55,-5,5,510,True,False
416,680,60,-5,5,500,True,False
417,675,65,-5,5,490,True,False
418,670,70,-5,5,480,True,False
419,665,75,-5,5,470,True,False
420,660,80,-5,5,460,True,False
421,655,85,-5,5,450,True,False
422,650,90,-5,5,440,True,False
423,645,95,-5,5,430,True,False
424,640,100,-5,5,420,True,False
425,635,105,-5,5,410,True,False
426,630,110,-5,5,400,True,False
427,625,115,-5,5,390,True,False
428,620,120,-5,5,380,True,False
429,615,125,-5,5,370,True,False
430,610,130,-5,5,360,True,False
431,605,135,-5,5,350,True,False
432,600,140,-5,5,340,True,False
433,595,145,-5,5,330,True,False
434,590,150,-5,5,320,True,False
435,585,155,-5,5,310,True,False
436,580,160,-5,5,300,True,False
437,575,165,-5,5,290,True,False
438,570,170,-5,5,280,True,False
439,565,175,-5,5,270,True,False
440,560,180,-5,5,260,True,False
441,555,185,-5,5,250,False,False
442,550,190,-5,5,250,False,False
443,545,195,-5,5,250,False,False
444,540,200,-5,5,250,False,False
445,535,205,-5,5,250,False,False
446,530,210,-5,5,250,False,False
447,525,215,-5,5,250,False,False
448,520,220,-5,5,250,False,False
449,515,225,-5,5,250,False,False
450,510,230,-5,5,250,False,False
451,505,235,-5,5,250,False,False
452,500,240,-5,5,250,False,False
453,495,245,-5,5,250,False,False
454,490,250,-5,5,250,False,False
455,485,255,-5,5,250,False,False
456,480,260,-5,5,250,False,False
457,475,265,-5,5,250,False,False
458,470,270,-5,5,250,False,False
459,465,275,-5,5,250,False,False
460,460,280,-5,5,250,False,False
461,455,285,-5,5,250,False,False
462,450,290,-5,5,250,False,False
463,445,295,-5,5,250,False,False
464,440,300,-5,5,250,False,False
465,435,305,-5,5,250,False,False
466,430,310,-5,5,250,False,False
467,425,315,-5,5,250,False,False
468,420,320,-5,5,250,False,False
469,415,325,-5,5,250,False,False
470,410,330,-5,5,250,False,False
471,405,335,-5,5,250,False,False
472,400,340,-5,5,250,False,False
473,395,345,-5,5,250,False,False
474,390,350,-5,5,250,False,False
475,385,355,-5,5,250,True,False
476,380,360,-5,5,240,True,False
477,375,365,-5,5,230,True,False
478,370,370,-5,5,220,True,False
479,365,375,-5,5,210,True,False
480,360,380,-5,5,200,False,False
481,355,385,-5,5,200,False,False
482,350,390,-5,5,200,False,False
483,345,395,-5,5,200,False,False
484,340,400,-5,5,200,False,False
485,335,405,-5,5,200,False,False
486,330,410,-5,5,200,False,False
487,325,415,-5,5,200,False,False
488,320,420,-5,5,200,False,False
489,315,425,-5,5,200,False,False
490,310,430,-5,5,200,False,False
491,305,435,-5,5,200,False,False
492,300,440,-5,5,200,False,False
493,295,445,-5,5,200,False,False
494,290,450,-5,5,200,False,False
495,285,455,-5,5,200,False,False
496,280,460,-5,5,200,False,False
497,275,465,-5,5,200,False,False
498,270,470,-5,5,200,False,False
499,265,475,-5,5,200,False,False
500,260,480,-5,5,200,False,False
501,255,485,-5,5,200,False,False
502,250,490,-5,5,200,False,False
503,245,495,-5,5,200,False,False
504,240,500,-5,5,200,False,False
505,235,505,-5,5,200,False,False
506,230,510,-5,5,200,False,False
507,225,515,-5,5,200,True,False
508,220,520,-5,5,190,True,False
509,215,525,-5,5,180,True,False
510,210,530,-5,5,170,True,False
511,205,535,-5,5,160,True,False
512,200,540,-5,5,150,False,False
513,195,545,-5,5,150,False,False
514,190,550,-5,5,150,False,False
515,185,555,-5,5,150,False,False
516,180,560,-5,5,150,False,False
517,175,565,-5,5,150,False,False
518,170,570,-5,5,150,False,False
519,165,575,-5,5,150,True,False
520,160,580,-5,-5,140,True,False
521,155,575,-5,-5,130,True,False
522,150,570,-5,-5,120,True,False
523,145,565,-5,-5,110,True,False
524,140,560,-5,-5,100,True,False
525,135,555,-5,-5,90,True,False
526,130,550,-5,-5,80,True,False
527,125,545,-5,-5,70,False,False
528,120,540,-5,-5,70,False,False
529,115,535,-5,-5,70,False,False
530,110,530,-5,-5,70,False,False
531,105,525,-5,-5,70,False,False
532,100,520,-5,-5,70,False,False
533,95,515,-5,-5,70,False,False
534,90,510,-5,-5,70,False,False
535,85,505,-5,-5,70,False,False
536,80,500,-5,-5,70,False,False
537,75,495,-5,-5,70,False,False
538,70,490,-5,-5,70,False,False
539,65,485,-5,-5,70,False,False
540,60,480,-5,-5,70,False,False
541,55,475,-5,-5,70,False,False
542,50,470,-5,-5,70,False,False
543,45,465,-5,-5,70,False,False
544,40,460,-5,-5,70,False,False
545,35,455,-5,-5,70,False,False
546,30,450,-5,-5,70,False,False
547,25,445,-5,-5,70,False,False
548,20,440,-5,-5,70,False,False
549,15,435,-5,-5,70,False,False
550,10,430,-5,-5,70,False,False
551,5,425,-5,-5,70,False,False
552,0,420,5,-5,70,False,False
553,5,415,5,-5,70,False,False
554,10,410,5,-5,70,False,False
555,15,405,5,-5,70,False,False
556,20,400,5,-5,70,False,False
557,25,395,5,-5,70,False,False
558,30,390,5,-5,70,False,False
559,35,385,5,-5,70,False,False
560,40,380,5,-5,70,False,False
561,45,375,5,-5,70,False,False
562,50,370,5,-5,70,False,False
563,55,365,5,-5,70,False,False
564,60,360,5,-5,70,False,False
565,65,355,5,-5,70,False,False
566,70,350,5,-5,70,False,False
567,75,345,5,-5,70,False,False
568,80,340,5,-5,70,False,False
569,85,335,5,-5,70,False,False
570,90,330,5,-5,70,False,False
571,95,325,5,-5,70,False,False
572,100,320,5,-5,70,False,False
573,105,315,5,-5,70,False,False
574,110,310,5,-5,70,False,False
575,115,305,5,-5,70,False,False
576,120,300,5,-5,70,False,False
577,125,295,5,-5,70,False,True
578,130,290,5,-5,80,False,True
579,135,285,5,-5,90,False,True
580,140,280,5,-5,100,False,True
581,145,275,5,-5,110,False,True
582,150,270,5,-5,120,False,True
583,155,265,5,-5,130,False,True
584,160,260,5,-5,140,False,True
585,165,255,5,-5,150,False,True
586,170,250,5,-5,160,False,True
587,175,245,5,-5,170,False,True
588,180,240,5,-5,180,False,True
589,185,235,5,-5,190,False,True
590,190,230,5,-5,200,False,True
591,195,225,5,-5,210,False,True
592,200,220,5,-5,220,False,True
593,205,215,5,-5,230,False,True
594,210,210,5,-5,240,False,True
595,215,205,5,-5,250,False,True
596,220,200,5,-5,260,False,True
597,225,195,5,-5,270,False,True
598,230,190,5,-5,280,False,True
599,235,185,5,-5,290,False,True
600,240,180,5,-5,300,False,True
601,245,175,5,-5,310,False,True
602,250,170,5,-5,320,False,True
603,255,165,5,-5,330,False,True
604,260,160,5,-5,340,False,True
605,265,155,5,-5,350,False,True
606,270,150,5,-5,360,False,True
607,275,145,5,-5,370,False,True
608,280,140,5,-5,380,False,True
609,285,135,5,-5,390,False,True
610,290,130,5,-5,400,False,True
611,295,125,5,-5,410,False,True
612,300,120,5,-5,420,False,True
613,305,115,5,-5,430,False,True
614,310,110,5,-5,440,False,True
615,315,105,5,-5,450,False,True
616,320,100,5,-5,460,False,True
617,325,95,5,-5,470,False,True
618,330,90,5,-5,480,False,True
619,335,85,5,-5,490,False,True
620,340,80,5,-5,500,False,True
621,345,75,5,-5,510,False,True
622,350,70,5,-5,520,False,True
623,355,65,5,-5,530,False,True
624,360,60,5,-5,540,False,True
625,365,55,5,-5,550,False,True
626,370,50,5,-5,560,False,False
627,375,45,5,-5,560,False,False
628,380,40,5,-5,560,False,False
629,385,35,5,-5,560,False,False
630,390,30,5,-5,560,False,False
631,395,25,5,-5,560,False,False
632,400,20,5,-5,560,False,False
633,405,15,5,-5,560,False,False
634,410,10,5,-5,560,False,False
635,415,5,5,-5,560,False,False
636,420,0,5,5,560,False,False
637,425,5,5,5,560,False,False
638,430,10,5,5,560,False,False
639,435,15,5,5,560,False,False
640,440,20,5,5,560,False,False
641,445,25,5,5,560,False,False
642,450,30,5,5,560,False,False
643,455,35,5,5,560,False,False
644,460,40,5,5,560,False,False
645,465,45,5,5,560,False,False
646,470,50,5,5,560,False,False
647,475,55,5,5,560,False,False
648,480,60,5,5,560,False,False
649,485,65,5,5,560,False,False
650,490,70,5,5,560,False,False
651,495,75,5,5,560,False,False
652,500,80,5,5,560,False,False
653,505,85,5,5,560,False,False
654,510,90,5,5,560,False,False
655,515,95,5,5,560,False,False
656,520,100,5,5,560,False,False
657,525,105,5,5,560,False,False
658,530,110,5,5,560,False,False
659,535,115,5,5,560,False,False
660,540,120,5,5,560,False,False
661,545,125,5,5,560,False,False
662,550,130,5,5,560,False,False
663,555,135,5,5,560,False,False
664,560,140,5,5,560,False,False
665,565,145,5,5,560,False,False
666,570,150,5,5,560,False,False
667,575,155,5,5,560,False,False
668,580,160,5,5,560,False,False
669,585,165,5,5,560,False,False
670,590,170,5,5,560,False,False
671,595,175,5,5,560,False,False
672,600,180,5,5,560,False,False
673,605,185,5,5,560,False,False
674,610,190,5,5,560,False,False
675,615,195,5,5,560,False,False
676,620,200,5,5,560,False,False
677,625,205,5,5,560,False,False
678,630,210,5,5,560,False,False
679,635,215,5,5,560,False,False
680,640,220,5,5,560,False,False
681,645,225,5,5,560,False,False
682,650,230,5,5,560,False,False
683,655,235,5,5,560,False,False
684,660,240,5,5,560,False,False
685,665,245,5,5,560,False,False
686,670,250,5,5,560,False,False
687,675,255,5,5,560,False,False
688,680,260,5,5,560,False,False
689,685,265,5,5,560,False,False
690,690,270,5,5,560,False,False
691,695,275,5,5,560,False,False
692,700,280,5,5,560,False,False
693,705,285,5,5,560,False,False
694,710,290,5,5,560,False,False
695,715,295,5,5,560,False,False
696,720,300,5,5,560,False,False
697,725,305,5,5,560,False,True
698,730,310,5,5,570,False,True
699,735,315,5,5,580,False,True
700,740,320,5,5,590,False,True
701,745,325,5,5,600,False,True
702,750,330,5,5,610,False,True
703,755,335,5,5,620,False,False
704,760,340,5,5,620,False,False
705,765,345,5,5,620,False,False
706,770,350,5,5,620,False,False
707,775,355,5,5,620,False,False
708,780,360,5,5,620,False,False
709,785,365,5,5,620,False,False
710,790,370,-5,5,620,False,False
711,785,375,-5,5,620,False,False
712,780,380,-5,5,620,False,False
713,775,385,-5,5,620,False,False
714,770,390,-5,5,620,False,False
715,765,395,-5,5,620,False,False
716,760,400,-5,5,620,False,False
717,755,405,-5,5,620,False,False
718,750,410,-5,5,620,False,False
719,745,415,-5,5,620,False,False
720,740,420,-5,5,620,False,False
721,735,425,-5,5,620,False,False
722,730,430,-5,5,620,False,False
723,725,435,-5,5,620,False,False
724,720,440,-5,5,620,False,False
725,715,445,-5,5,620,False,False
726,710,450,-5,5,620,False,False
727,705,455,-5,5,620,False,False
728,700,460,-5,5,620,False,False
729,695,465,-5,5,620,False,False
730,690,470,-5,5,620,False,False
731,685,475,-5,5,620,False,False
732,680,480,-5,5,620,False,False
733,675,485,-5,5,620,False,False
734,670,490,-5,5,620,False,False
735,665,495,-5,5,620,False,False
736,660,500,-5,5,620,False,False
737,655,505,-5,5,620,False,False
738,650,510,-5,5,620,False,False
739,645,515,-5,5,620,False,False
740,640,520,-5,5,620,True,False
741,635,525,-5,5,610,True,False
742,630,530,-5,5,600,True,False
743,625,535,-5,5,590,True,False
744,620,540,-5,5,580,True,False
745,615,545,-5,5,570,True,False
746,610,550,-5,5,560,True,False
747,605,555,-5,5,550,True,False
748,600,560,-5,5,540,True,False
749,595,565,-5,5,530,True,False
750,590,570,-5,5,520,True,False
751,585,575,-5,5,510,True,False
752,580,580,-5,-5,500,False,False
753,575,575,-5,-5,500,False,False
754,570,570,-5,-5,500,False,False
755,565,565,-5,-5,500,False,False
756,560,560,-5,-5,500,False,False
757,555,555,-5,-5,500,False,False
758,550,550,-5,-5,500,False,False
759,545,545,-5,-5,500,False,False
760,540,540,-5,-5,500,False,False
761,535,535,-5,-5,500,False,False
762,530,530,-5,-5,500,True,False
763,525,525,-5,-5,490,True,False
764,520,520,-5,-5,480,True,False
765,515,515,-5,-5,470,True,False
766,510,510,-5,-5,460,True,False
767,505,505,-5,-5,450,True,False
768,500,500,-5,-5,440,True,False
769,495,495,-5,-5,430,True,False
770,490,490,-5,-5,420,True,False
771,485,485,-5,-5,410,True,False
772,480,480,-5,-5,400,True,False
773,475,475,-5,-5,390,True,False
774,470,470,-5,-5,380,True,False
775,465,465,-5,-5,370,True,False
776,460,460,-5,-5,360,True,False
777,455,455,-5,-5,350,True,False
778,450,450,-5,-5,340,True,False
779,445,445,-5,-5,330,True,False
780,440,440,-5,-5,320,True,False
781,435,435,-5,-5,310,True,False
782,430,430,-5,-5,300,True,False
783,425,425,-5,-5,290,True,False
784,420,420,-5,-5,280,True,False
785,415,415,-5,-5,270,True,False
786,410,410,-5,-5,260,True,False
787,405,405,-5,-5,250,True,False
788,400,400,-5,-5,240,True,False
789,395,395,-5,-5,230,True,False
790,390,390,-5,-5,220,True,False
791,385,385,-5,-5,210,True,False
792,380,380,-5,-5,200,False,False
793,375,375,-5,-5,200,False,False
794,370,370,-5,-5,200,False,False
795,365,365,-5,-5,200,False,False
796,360,360,-5,-5,200,False,False
797,355,355,-5,-5,200,False,False
798,350,350,-5,-5,200,False,False
799,345,345,-5,-5,200,False,False
800,340,340,-5,-5,200,False,False
801,335,335,-5,-5,200,False,False
802,330,330,-5,-5,200,False,False
803,325,325,-5,-5,200,False,False
804,320,320,-5,-5,200,False,False
805,315,315,-5,-5,200,False,False
806,310,310,-5,-5,200,False,False
807,305,305,-5,-5,200,False,False
808,300,300,-5,-5,200,False,False
809,295,295,-5,-5,200,False,False
810,290,290,-5,-5,200,False,False
811,285,285,-5,-5,200,False,False
812,280,280,-5,-5,200,False,False
813,275,275,-5,-5,200,False,False
814,270,270,-5,-5,200,False,False
815,265,265,-5,-5,200,False,False
816,260,260,-5,-5,200,False,False
